run,judge_model,language,dimension,protocol,k_per_class,n_calibration,n_test,repeat,baseline_threshold,selected_threshold,full_group_baseline_balanced_accuracy,test_baseline_balanced_accuracy,test_calibrated_balanced_accuracy,delta_balanced_accuracy
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,2,4,26,43,4,2,0.5,0.5,0.6923076923076923,0.1923076923076923
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,2,4,26,44,4,2,0.5,0.5,0.7307692307692308,0.23076923076923084
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,2,4,26,45,4,2,0.5,0.5,0.7307692307692308,0.23076923076923084
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,2,4,26,46,4,2,0.5,0.5,0.7307692307692308,0.23076923076923084
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,2,4,26,47,4,2,0.5,0.5,0.6923076923076923,0.1923076923076923
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,2,4,26,48,4,2,0.5,0.5,0.6923076923076923,0.1923076923076923
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,2,4,26,49,4,2,0.5,0.5,0.7307692307692308,0.23076923076923084
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,0,4,2,0.5,0.5454545454545454,0.7272727272727273,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,1,4,2,0.5,0.5,0.6818181818181819,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,2,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,3,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,4,4,2,0.5,0.45454545454545453,0.7272727272727273,0.27272727272727276
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,5,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,6,4,2,0.5,0.5454545454545454,0.7272727272727273,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,7,4,2,0.5,0.5454545454545454,0.7272727272727273,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,8,4,2,0.5,0.5454545454545454,0.8181818181818182,0.2727272727272728
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,9,4,2,0.5,0.45454545454545453,0.6818181818181819,0.22727272727272735
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,10,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,11,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,12,4,3,0.5,0.5,0.5,0.0
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,13,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,14,4,2,0.5,0.45454545454545453,0.7272727272727273,0.27272727272727276
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,15,4,2,0.5,0.5,0.7727272727272727,0.2727272727272727
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,16,4,2,0.5,0.45454545454545453,0.7272727272727273,0.27272727272727276
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,17,4,2,0.5,0.5,0.6818181818181819,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,18,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,19,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,20,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,21,4,2,0.5,0.5454545454545454,0.7272727272727273,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,22,4,2,0.5,0.5454545454545454,0.7727272727272727,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,23,4,2,0.5,0.5,0.6818181818181819,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,24,4,2,0.5,0.5454545454545454,0.7727272727272727,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,25,4,2,0.5,0.5,0.6818181818181819,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,26,4,2,0.5,0.5,0.6818181818181819,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,27,4,2,0.5,0.5,0.7727272727272727,0.2727272727272727
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,28,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,29,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,30,4,2,0.5,0.5,0.8181818181818181,0.3181818181818181
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,31,4,2,0.5,0.45454545454545453,0.6818181818181819,0.22727272727272735
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,32,4,2,0.5,0.5454545454545454,0.7272727272727273,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,33,4,5,0.5,0.5454545454545454,0.5,-0.045454545454545414
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,34,4,2,0.5,0.5454545454545454,0.8181818181818182,0.2727272727272728
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,35,4,2,0.5,0.5454545454545454,0.7727272727272727,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,36,4,2,0.5,0.5,0.6818181818181819,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,37,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,38,4,2,0.5,0.45454545454545453,0.7272727272727273,0.27272727272727276
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,39,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,40,4,2,0.5,0.5,0.6818181818181819,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,41,4,2,0.5,0.5454545454545454,0.8181818181818182,0.2727272727272728
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,42,4,2,0.5,0.5454545454545454,0.6818181818181819,0.13636363636363646
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,43,4,2,0.5,0.5,0.7727272727272727,0.2727272727272727
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,44,4,2,0.5,0.45454545454545453,0.7272727272727273,0.27272727272727276
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,45,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,46,4,2,0.5,0.5,0.7272727272727273,0.2272727272727273
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,47,4,2,0.5,0.5,0.6818181818181819,0.18181818181818188
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,48,4,2,0.5,0.5454545454545454,0.8181818181818182,0.2727272727272728
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,4,8,22,49,4,2,0.5,0.45454545454545453,0.7272727272727273,0.27272727272727276
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,0,4,2,0.5,0.5,0.6428571428571428,0.1428571428571428
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,1,4,2,0.5,0.5714285714285714,0.7857142857142857,0.2142857142857143
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,2,4,2,0.5,0.5714285714285714,0.7142857142857143,0.1428571428571429
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,3,4,2,0.5,0.42857142857142855,0.7142857142857142,0.28571428571428564
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,4,4,2,0.5,0.5,0.7857142857142857,0.2857142857142857
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,5,4,2,0.5,0.5714285714285714,0.7142857142857142,0.1428571428571428
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,6,4,2,0.5,0.5,0.7857142857142857,0.2857142857142857
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,7,4,2,0.5,0.42857142857142855,0.7857142857142857,0.35714285714285715
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,8,4,2,0.5,0.42857142857142855,0.7857142857142857,0.35714285714285715
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,9,4,2,0.5,0.5714285714285714,0.6428571428571428,0.0714285714285714
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,10,4,2,0.5,0.42857142857142855,0.6428571428571428,0.21428571428571425
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,11,4,2,0.5,0.5714285714285714,0.9285714285714286,0.3571428571428572
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,12,4,2,0.5,0.5,0.7142857142857143,0.2142857142857143
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,13,4,2,0.5,0.5,0.7857142857142857,0.2857142857142857
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,14,4,2,0.5,0.42857142857142855,0.8571428571428571,0.42857142857142855
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,15,4,2,0.5,0.5,0.6428571428571428,0.1428571428571428
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,16,4,2,0.5,0.5,0.7142857142857143,0.2142857142857143
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,17,4,2,0.5,0.5,0.8571428571428572,0.3571428571428572
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,18,4,2,0.5,0.5,0.8571428571428571,0.3571428571428571
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,19,4,2,0.5,0.42857142857142855,0.6428571428571428,0.21428571428571425
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,20,4,2,0.5,0.5,0.7142857142857143,0.2142857142857143
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,21,4,2,0.5,0.5714285714285714,0.8571428571428571,0.2857142857142857
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,22,4,2,0.5,0.5714285714285714,0.7142857142857142,0.1428571428571428
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,23,4,2,0.5,0.5714285714285714,0.8571428571428571,0.2857142857142857
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,24,4,2,0.5,0.5714285714285714,0.9285714285714286,0.3571428571428572
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,25,4,2,0.5,0.42857142857142855,0.5714285714285714,0.14285714285714285
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,26,4,2,0.5,0.5,0.7142857142857143,0.2142857142857143
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,27,4,2,0.5,0.42857142857142855,0.6428571428571428,0.21428571428571425
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,28,4,2,0.5,0.42857142857142855,0.7857142857142857,0.35714285714285715
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,29,4,2,0.5,0.5,0.7142857142857142,0.2142857142857142
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,30,4,2,0.5,0.42857142857142855,0.7857142857142857,0.35714285714285715
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,31,4,2,0.5,0.5714285714285714,0.7857142857142857,0.2142857142857143
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,32,4,2,0.5,0.42857142857142855,0.7857142857142857,0.35714285714285715
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,33,4,2,0.5,0.5,0.7142857142857143,0.2142857142857143
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,34,4,2,0.5,0.5,0.8571428571428572,0.3571428571428572
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,35,4,2,0.5,0.5714285714285714,0.6428571428571428,0.0714285714285714
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,36,4,2,0.5,0.42857142857142855,0.6428571428571428,0.21428571428571425
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,37,4,2,0.5,0.5714285714285714,0.8571428571428572,0.2857142857142858
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,38,4,2,0.5,0.5714285714285714,0.8571428571428571,0.2857142857142857
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,39,4,2,0.5,0.5,0.9285714285714286,0.4285714285714286
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,40,4,2,0.5,0.5,0.5714285714285714,0.0714285714285714
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,41,4,2,0.5,0.5714285714285714,0.8571428571428572,0.2857142857142858
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,42,4,2,0.5,0.5,0.6428571428571428,0.1428571428571428
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,43,4,2,0.5,0.5714285714285714,0.8571428571428571,0.2857142857142857
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,44,4,2,0.5,0.5,0.8571428571428571,0.3571428571428571
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,45,4,2,0.5,0.5,0.7142857142857143,0.2142857142857143
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,46,4,2,0.5,0.5714285714285714,0.8571428571428571,0.2857142857142857
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,47,4,2,0.5,0.5,0.7857142857142857,0.2857142857142857
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,48,4,2,0.5,0.42857142857142855,0.7857142857142857,0.35714285714285715
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,8,16,14,49,4,2,0.5,0.5714285714285714,0.9285714285714286,0.3571428571428572
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,0,4,2,0.5,0.5,1.0,0.5
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,1,4,2,0.5,0.5,0.8333333333333333,0.33333333333333326
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,2,4,2,0.5,0.5,0.8333333333333333,0.33333333333333326
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,3,4,2,0.5,0.6666666666666666,0.8333333333333333,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,4,4,2,0.5,0.5,0.5,0.0
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,5,4,2,0.5,0.5,1.0,0.5
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,6,4,2,0.5,0.5,0.6666666666666666,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,7,4,2,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,8,4,2,0.5,0.6666666666666666,0.8333333333333333,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,9,4,2,0.5,0.5,1.0,0.5
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,10,4,2,0.5,0.5,0.6666666666666666,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,11,4,2,0.5,0.5,0.8333333333333333,0.33333333333333326
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,12,4,2,0.5,0.5,0.8333333333333333,0.33333333333333326
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,13,4,2,0.5,0.5,0.6666666666666666,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,14,4,2,0.5,0.6666666666666666,0.8333333333333333,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,15,4,2,0.5,0.3333333333333333,0.8333333333333333,0.49999999999999994
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,16,4,2,0.5,0.5,1.0,0.5
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,17,4,2,0.5,0.5,0.6666666666666666,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,18,4,2,0.5,0.6666666666666666,1.0,0.33333333333333337
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,19,4,2,0.5,0.5,1.0,0.5
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,20,4,2,0.5,0.5,0.5,0.0
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,21,4,2,0.5,0.5,0.3333333333333333,-0.16666666666666669
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,22,4,2,0.5,0.6666666666666666,0.8333333333333333,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,23,4,2,0.5,0.5,0.8333333333333333,0.33333333333333326
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,24,4,2,0.5,0.5,0.6666666666666666,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,25,4,2,0.5,0.6666666666666666,0.5,-0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,26,4,2,0.5,0.5,0.6666666666666666,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,27,4,2,0.5,0.5,1.0,0.5
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,28,4,2,0.5,0.5,1.0,0.5
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,29,4,2,0.5,0.5,0.5,0.0
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,30,4,2,0.5,0.5,0.5,0.0
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,31,4,2,0.5,0.5,0.6666666666666666,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,32,4,2,0.5,0.5,1.0,0.5
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,33,4,2,0.5,0.3333333333333333,0.5,0.16666666666666669
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,34,4,2,0.5,0.5,0.8333333333333333,0.33333333333333326
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,35,4,2,0.5,0.3333333333333333,0.8333333333333333,0.49999999999999994
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,36,4,2,0.5,0.5,0.8333333333333333,0.33333333333333326
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,37,4,2,0.5,0.5,0.8333333333333333,0.33333333333333326
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,38,4,2,0.5,0.5,0.6666666666666666,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,39,4,2,0.5,0.6666666666666666,0.8333333333333333,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,40,4,2,0.5,0.6666666666666666,0.8333333333333333,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,41,4,2,0.5,0.5,0.6666666666666666,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,42,4,2,0.5,0.6666666666666666,1.0,0.33333333333333337
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,43,4,2,0.5,0.5,0.8333333333333333,0.33333333333333326
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,44,4,2,0.5,0.5,0.5,0.0
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,45,4,2,0.5,0.5,1.0,0.5
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,46,4,2,0.5,0.6666666666666666,0.8333333333333333,0.16666666666666663
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,47,4,2,0.5,0.5,0.8333333333333333,0.33333333333333326
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,48,4,2,0.5,0.3333333333333333,0.5,0.16666666666666669
semantic n30,gpt-4o-mini,es-ES,main_ideas,P3_bilingual,12,24,6,49,4,2,0.5,0.3333333333333333,0.8333333333333333,0.49999999999999994
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,0,4,3,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,1,4,2,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,2,4,2,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,3,4,2,0.5333333333333333,0.5357142857142857,0.6785714285714286,0.1428571428571429
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,4,4,2,0.5333333333333333,0.5357142857142857,0.6785714285714286,0.1428571428571429
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,5,4,3,0.5333333333333333,0.5357142857142857,0.6071428571428571,0.0714285714285714
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,6,4,3,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,7,4,2,0.5333333333333333,0.5357142857142857,0.6785714285714286,0.1428571428571429
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,8,4,2,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,9,4,2,0.5333333333333333,0.5357142857142857,0.6785714285714286,0.1428571428571429
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,10,4,2,0.5333333333333333,0.5357142857142857,0.6785714285714286,0.1428571428571429
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,11,4,2,0.5333333333333333,0.5357142857142857,0.6785714285714286,0.1428571428571429
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,12,4,2,0.5333333333333333,0.5357142857142857,0.6785714285714286,0.1428571428571429
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,13,4,2,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,14,4,3,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,15,4,3,0.5333333333333333,0.5357142857142857,0.6071428571428571,0.0714285714285714
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,16,4,2,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,17,4,3,0.5333333333333333,0.5357142857142857,0.6071428571428571,0.0714285714285714
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,18,4,2,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,19,4,3,0.5333333333333333,0.5,0.6071428571428571,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,20,4,3,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,21,4,2,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,22,4,2,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,23,4,2,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,24,4,2,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,25,4,2,0.5333333333333333,0.5357142857142857,0.6428571428571428,0.1071428571428571
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,26,4,2,0.5333333333333333,0.5,0.6428571428571428,0.1428571428571428
semantic n30,gpt-4o-mini,tr,main_ideas,P0_direct_english,1,2,28,27,4,3,0.5333333333333333,0.5357142857142857,0.6071428571428571,0.0714285714285714
